 ;comment_text;Rhetoric;Main targeted group;Secondary targeted group;Pejorative framing of communism;Vulgar language
ČT;Pokorny Jan ,co mu dokázali? Žádal jste někdy o peníze z jakéhokoli dotačního programu? To neschvaluje jeden člověk, na to jsou vytvořeny komise o desítkách lidí. Tak by v první řadě museli jít hučet ti, co mu to přiklepli!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pokorny Jan 50 mega bylo vraceno;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pokorny Jan Provaz ty moulo.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pokorny Jan těch 50 milionů dávno vrátil a ještě dál další miliony na charitu. Takový je to zločinec.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Donner Otom se mlčí, protože právě oni ho chtějí zničit.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Hezká fotka, pěkně to dokresluje;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;1) Odsouzen, okamžite se odvolá a komedie pokračuje... 2) Neodsouzen, okamžitě se odvolá státní zástupce....;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;No jestli rozsudek nedopadne podle zadani bude velke fialove kňůů;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tak kdo je další na řadě 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Klouček v pondělí ho odsoudí a ve středu mu dá Miloš milost 😁;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Lucie Polakova 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Denis Pavlíček miluji vás 🤣🤣🤣 buzna z ano promluvila;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ondřej Dobrkovský Vždyť Bašta taky seděl 2 roky, to najednou nevadí? Zajímavé;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Katka Kaščáková A důkazy , sem s nimi 🤣😭;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tereza Vojtíšková Ale no tak 😃 Ten co dostal natvrdo za rohlíky byla smažka co měla trestní rejstřík jak toaletní papír...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Co DOZIMETR?😂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tomu soudci je kolik, 30 let? Soudit mně takový sopel, tak ho profackuju na místě.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Číslo 7 konečně vyřadit z kandidatury na hlavu státu ! Vždyť je to nehoráznost !;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Babiš za mříže tam patří mezi největší blbce je tak dál podvedl všechno co se dalo;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Sug Madic měl podmínky za jiné činy. O tom se nemluví. Ale že Babiš zneužil dotace je pravda;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Janoušek mu půjčil helmu;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;On je tak ubohej,že by jeden nad ním zaplakal. Jediné co umí je kvičet,že všechno je spiknutí proti němu a nikdo ho nemá rád 🥴🤮👎;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zuzana Krbcová-Balážová;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zuzana Krbcová-Balážová tebe blbko taky ne. Takhle hloupy komentar muze psat Jen de....;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;By mě zajímalo, proč se v době krize rozjede zase další jednání, které bude stát hromadu peněz. Jako by ta kasa byla málo vyzdimana.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ondřej Klemš úspora financí na úkor spravedlnosti? To snad nemyslíte vážně 😐;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Mrdka;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Frantisek TV-Frankie Myslíte těsné spojení rozsudku soudu, před kterým Babiš několik let utíkal a bylo možné ten soud uskutečnit až v moment, kdy přišel o imunitu? 😂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Jendřejas JAKEJ PREZYDENT? BABIS NAS VSECKY SKLAMAL, VOLTE JARDU BASTU! 🇨🇿🇨🇿✌️;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Média řídí a určují co si mají lidi myslet a čemu mají věřit 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková A teď tu o Karkulce;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková Proc urcuji? Pokud jste ovlivnitelny ,,par clanky,, tak bude problem asi jinde, ale ne u medii... 🤔;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková pro mnoho jedincu ano. Proto si bures zkoupil  velke mnozstvi medii. Dobre upozornujete na nekale praktiky agenta burese. To je dobre vic takovych uvedomelych obcanu a estebak si uz neskrtne.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková říká kdo ?Iva, co doplňuje zboží v Tescu?🤣🤣🤣🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková je to tak;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Roba Robokovich Bakalova klika vyznamne vic, taky to podle toho vypada. Chce to vic informaci👍;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková a to není dobře;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zřejmě má soudce vedlejšák na přilepšenou jako šéfredaktor nějákého plátku🤦 😁😁😁;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Hanebný Parchanti lepší doplňovat zboží v Tescu než si chodit pro sociální dávky.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Roba Robokovich a kdo mu to dovolil,to jsme nemohoucí?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Hanebný Parchanti.   Trapné  😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Eduard Monk na Parlamentních listech 🤦😂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jitka Černá Nevím jak na takovou pitomost Hanebný Parchanti přišel 🤣, v životě jsem nic takového nedělala 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková kazdy rozumny clovek si nenecha mediama nic urcovat ale pouziva svoje kriticke mysleni. To ze vy mate v hlave brmramboracku bude asi skvela zprava pro Pitomia nebo dalsi populisty kteri se o vas nazor radi postaraji🤮;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková Stejně tak, jako vy jste přišla na takovou pitomost, že média vám nutí, co si máte myslet😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková tak na mě to nefunguje a na vaší retardaci to taky nemá evidentně vliv.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Hanebný Parchanti Nechápu kde jste vzal takovou pitomost... 🤣🤣🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Lukas Luis Sebesta Tak by to mělo být, ale ovcí je už moc;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Michal Fiala Právě jste dokázal, že funguje 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková babišem kontrolovaná média a jím placení otroci v nich píšící???;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Iva Homolková Je pravda, že stejně jako ty, tak postupuje spousta lidí u nás. ""Pustím si televizi nebo ty internety a oni mi řeknou co si vlastně myslím."" A já teď teda vlastně nevím co si myslet. Názor na nástěnku.";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Lukas Luis Sebesta i moje řeč. Neboli kolik obžalovaných prohlásí ano jsem vinen? Lze si tedy myslet nehledě na mediální trend tu nejpravděpodobnější verzi. Zvláště když jsme obžalovaného byť v médiích slyšeli a viděli prokazatelně LHÁT. Pouze si to přiznat!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková aha tak  tak i tabletky co vám napsal doktora fungují to jsem rád;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Eduard Monk nelžete, nejvíc má estébák, tady to máte podle nezávislého forbesu...https://forbes.cz/cesti-miliardari-a-jejich-media-komu-u-nas-patri-klicove-stanice-vydavatelstvi-a-weby/;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková Nikoliv, jen blbci se nechají řídit, jak mají myslet. A třeba ti, kteří poslouchají Babiše jsou přenádherným příkladem takových lidí.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Eduard Monk svět ovládají ilumináti bilderberg a další že jo?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková No jo, a tvoje vlaječka určuje že jsi proruska nicka;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková jděte vy brepto....😆;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková Jo, zejména ta Burešova ...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková to máte jedno za práci se nemusí nikdo stydět.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková Hlavně ta, která vlastní Babiš.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková fakt?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Aleš Dragoun  Snad jste myslel Bakalu,?...😏;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková a pak tu jste vy, která vnese světlo do celého případu!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Macháček Nikomu nic nevnucuju 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková ty jedno médium.🤣🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková a to je naprosto špatně, chápu vás a souhlasím. Co se správně by měla lidem říkat jen a pouze paní Iva Homolková 😃 Vy byste tomu Babišovi snad lízala i obě kdybyste mohla.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tomáš Richter Nejspíš jste nepochopil, že můj komentář byl myšlen obecně 😉Asi vám ušlo, že nikomu nic nevnucuji a ukažte mi, kde jsem zmínila Babiše 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková presne jak rikate - ty babisovi to delaji. Proto nema v politice davno co delat. Doufam, ze se bude soud zabyvat dalsimi jeho podvody ( treba kraceni dani ) a z podminky si navlekne teplaky a pujde konecne do basy kde uz mel byt davno;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Anders Petterson půjde konečně na Hrad, kde už měl být dávno!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková polovinu medii vlastni Babis 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Iva Homolková začněme od začátku a řekněte nám tady všem jak váš komentář souvisí s článkem a pokud najdete nějakou magickou souvislost, tak můžete lépe osvětlit smýšlený záměr vašeho komentáře a pak můžeme pokračovat dál. Cokoliv jiného nemá nyní smysl řešit, protože prozatím se jevíte jako Babišův fanda, kterému vadí ""špína"", kterou na něj média hází, protože je u soudu zřejmě nevině a se stejnou analogii jsou věznice zřejmě plné nevinných lidí.";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tomáš Richter Napsala jsem komentář, nikomu nic nevnucuju, nikdo nemusí reagovat. Nemám potřebu a ani není má povinnost komukoli co vysvětlovat. Můj čas je drahý a koneckonců, je mi úplně jedno co si myslíte. Přeji hezký večer.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková myslíš ty Moskevská média, soudružko???;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Kmoníček mozna ve vasi fantazii  ale to je jine tema.  Pokuste se sečist media vlastniků periodik. Budete prekvapen.  Zde je veřejnost skutečne mimořádně tupá a s tim se kalkuluje;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková Jo? A vy nemáte svůj vlastní mozek? To je mi vás líto.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková ANO! A proto si jich estébák Babiš tolik koupil... ✌️;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Eduard Monk to byste mel uz zacit ty informace sbirat pane. Davate dobrou radu, souhlasim s vami.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Vanda Janoušková Kolik, upřesněte.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jaroslava Ondrašíková Mafra, Impuls, Óčko...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková je dobre, ze je stale hodne takovych, co vidi i skrze tu placatou krabici, ktere rikate televize. Umite prokouknout kazdou boudu a hezky si notujete s temi co to maji podobne. Jake to je zit v permamentnim stresu, ze vsichni jsou proti vam a lzou a chteji vam jen skodit? Neuvedomujete si, ze to vy jste se nachytali na ty kecy co sem trousi spd, volny, apod? Ti vychodni pohunkove.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Josef Kučera Nežiju ve stresu 🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Iva Homolková evidentne si to ridi miliardar babis pres svoje media sam ve svuch prospech;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Hana Šecová sledujte proces, důkazů je dost.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nevím proč tu stojím , politický proces a panu předsedovi jsem to vysvětlil. 😂. Tahle bestie bez jakýchkoliv zábran se fakt uchází o prezidentský úřad v České republice .;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Vinkler;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Vinkler A co je smutnější,je že se najde spousta dementů co tuhle bestii bude volit 🤮👎;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Vezeni jsou prakticky plne nevinnych lidi 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jakub Nerad dokážeš to?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Josef Špaček to se tak říká ty šmudlíku jeden;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Josef Špaček Obvykle to tak obžalovaní říkají... Oni totiž při své obhajobě mohou lhát.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Straka Špačku a Strako. Ptáci nehádejte se!😀;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jakub Nerad tak Babiš je taky nevinnej,tak může nastoupit;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jakub Nerad Jeee jak jste na to přišel. 🤣🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Právě se dnes odsoudil on~line sám 2 h keců.  Na 5 let 🟥;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Zuzana Krbcová-Balážová;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Vinkler;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;To dobra pujcka  Pujcim si 50 000 000 Vratim 10 000 000 A dostanu podminku  KDE JE MOZNE SCHVALENI MYSLIM ZE TAM BUDE FRONTA;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Hladik Jirí idiote vždyť už všechno dávno zaplatil 😈;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Hladik Jirí naprostý souhlas,jen dodám nevratná půjčka s nízkým urokem;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Roman Poláček to nemění vůbec nic na tom, že je to nefér;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Katka Kaščáková Trubko 🎺;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jindrich Jirsa Ničení Babiše Babišem, nebylo by to před volbou prezidenta, ale před několika lety, kdyby Babiš před soudem neutikal.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;A teď by měla přijit na řadu kauza opencard 1mld fuč, Dozimetr, Hluboček atd. padni komu padni!!!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Dvořák souhlasim;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Dvořák Havlíček se Schillerovou by to nenapsali lépe;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Dvořák a Součková v Diag Human. Té se nestalo nic.   https://cs.m.wikipedia.org/wiki/Kauza_Diag_Human;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Dvořák ja bych radsi ty desitky miliard z tunelu burese. Pak az tyhle drobne. Ale ano na nic by se nemelo zapominat.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Dvořák minulý rok se něco ohledně této kauzy dělo.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Roba Robokovich které mld mysliš ?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Dvořák Kdo je to Hluboček?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Josef Křeček to nemůžeš znát ten na UA nepůsobil!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Dvořák to utichne stejně jako kauza Pandora.... Pořád čekám kdy budou zveřejněna všechna jmén.... , tak to vypadá, že to byla a je jenom snaha zbavit se Babiše....;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Anička Glinová https://www.lemonde.fr/en/les-decodeurs/article/2022/08/12/pandora-papers-france-opens-investigation-into-former-czech-pm-andrej-babis_5993339_8.html nejsem si jistej, že něco utichlo. Ve Francii ŠtBáka řeší;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Dvořák Hahaha.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pavel Kwizaczech Kviz zřejmě nerozumíte danému textu že? .  psala jsem kdy budou zveřejněna všechna jména ze seznamu, kolik jich bylo bez Babiše? 299? A vy mi tu cpete Babiše to už je nemoc? ... Jinak mám kamaráda ve francii a tam už ví že vše je účelové a snaha se zbavit nepohodlného Babiše a řeknu vám že byl proti němu a dnes mu fandí 😃na další komentáře nereagujte.. Mám svůj názor na věc a nejsem ani fandou jak říkáte estebak a nejsem ani fandou fialoveho hnisu...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Dvořák já s tím souhlasím taky všichni by měli mít hmotnou zodpovědnost a za projebání peněz tvrdé tresty přesně jako u obyčejných lidí zákon za zpronevěru by měl platit pro všechny;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Dvořák Tam se nic dít nesmí Vítek dal jasný příkaz. Byl to jen omyl. Vláda by se vlezla na vlně na Pankrác. Teď jsou u koryt a plně si užívají že tam jsou.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;🎵🎶🎵🎶 https://youtu.be/qewzjSE2tbM;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jeden chytřejší než druhej tady 🤮🤮;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Radka Rusová tak o Vás se to fakt říci nedá;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Radka Rusová přesně. Můj hlas má.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Radka Rusová A Vy nejchytřejší, ať žije zloděj. 😆😆🙈;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Vinkler o vás bohužel už vůbec ne 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Sára Moule moulo 😂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Vinkler Pletete si pojmy s dojmy, pane Vinkler. 😉;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Bureš... Pudeš!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Ing Babiš je jeden z nejpoctivějších a nejvzdělanějších politiků v historii Československa a České republiky.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Roman Poláček To nepopírám. Ale prostě podmínka a peněžitej trest je stejně absurdní, jako jít si sednout za krádež rohlíku (i když je to opakovaný zločin).;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Soudce Šott je jiný střihoun než babišova Máňa Benešová! Vidím to na tepláky.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jiří Vinkler A co je smutnější,je že se najde spousta dementů co tuhle bestii bude volit 🤮👎;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
